product_id,product_name,category,sub_category,supplier_id,cost_price,selling_price,product_status,launch_date
656,Bedroom Side Table,Home,Furniture,234,195.62,355.67,Active,2023-07-17
657,Formal Leather Shoes,Fashion,Footwear,133,57.19,127.09,Active,2021-11-28
658,Wooden Storage Cabinet,Home,Furniture,223,105.81,192.38,Active,2024-09-07
659,Luxury Beauty Kit,Beauty,Cosmetics,11,34.81,99.46,Active,2021-10-21
660,Casual Canvas Shoes,Fashion,Footwear,47,21.3,47.33,Discontinued,2022-04-14
661,Oak Dining Table,Home,Furniture,241,30.52,55.49,Active,2024-05-08
662,Wall Art Frame,Home,Decor,151,224.23,407.69,Active,2023-01-21
663,Casual Canvas Shoes,Fashion,Footwear,59,28.14,62.53,Active,2026-07-04
664,Slim Fit Denim Jacket,Fashion,Clothing,61,90.75,201.67,Discontinued,2022-02-17
665,Modern Sofa,Home,Furniture,222,169.62,308.4,Active,2025-05-11
666,Wall Art Frame,Home,Decor,232,142.99,259.98,Active,2024-07-27
667,Oak Dining Table,Home,Furniture,196,212.31,386.02,Active,2025-06-28
668,Resistance Bands,Lifestyle,Fitness,128,16.74,33.48,Active,2022-09-01
669,Wooden Storage Cabinet,Home,Furniture,218,177.72,323.13,Active,2024-02-25
670,Leather Wallet,Fashion,Accessories,239,67.23,149.4,Discontinued,2023-10-16
671,Cabin Luggage,Lifestyle,Travel,37,53.6,107.2,Discontinued,2023-10-02
672,Classic Cotton Shirt,Fashion,Clothing,183,31.85,70.78,Active,2025-11-02
673,Camping Chair,Lifestyle,Outdoor,115,71.83,143.66,Active,2026-06-27
674,Designer Sunglasses,Fashion,Accessories,61,85.7,190.44,Active,2023-01-24
675,Classic Cotton Shirt,Fashion,Clothing,239,19.79,43.98,Active,2024-08-22
676,Foundation Set,Beauty,Cosmetics,53,47.62,136.06,Discontinued,2024-08-02
677,Leather Wallet,Fashion,Accessories,76,80.88,179.73,Active,2025-03-28
678,Office Stationery Pack,Consumer Goods,Stationery,123,17.01,26.17,Active,2026-04-11
679,Strengthening Shampoo,Beauty,Haircare,219,17.7,50.57,Active,2022-07-30
680,Classic Cotton Shirt,Fashion,Clothing,47,82.97,184.38,Active,2022-08-05
681,Casual Canvas Shoes,Fashion,Footwear,17,50.99,113.31,Active,2024-11-02
682,Formal Leather Shoes,Fashion,Footwear,175,39.9,88.67,Active,2022-04-28
683,Resistance Bands,Lifestyle,Fitness,211,89.18,178.36,Active,2022-05-29
684,Leather Wallet,Fashion,Accessories,52,21.41,47.58,Discontinued,2021-11-30
685,Decorative Lamp,Home,Decor,56,160.6,292.0,Active,2021-07-20
686,Hiking Equipment,Lifestyle,Outdoor,71,50.89,101.78,Active,2023-10-16
687,Formal Leather Shoes,Fashion,Footwear,9,16.97,37.71,Active,2024-07-04
688,Canvas Backpack,Fashion,Accessories,239,106.05,235.67,Discontinued,2022-12-29
689,Cotton Cushion Set,Home,Decor,151,172.19,313.07,Active,2022-09-11
690,Decorative Lamp,Home,Decor,45,212.98,387.24,Discontinued,2025-01-26
691,Luxury Beauty Kit,Beauty,Cosmetics,6,33.24,94.97,Active,2025-01-19
692,Kitchen Knife Set,Home,Kitchen,247,58.04,105.53,Active,2023-10-23
693,Casual Canvas Shoes,Fashion,Footwear,13,65.76,146.13,Discontinued,2024-12-22
694,Fitness Training Mat,Lifestyle,Fitness,35,48.61,97.22,Discontinued,2026-02-27
695,Kitchen Knife Set,Home,Kitchen,127,47.3,86.0,Active,2025-06-23
696,Travel Backpack,Lifestyle,Travel,129,44.17,88.34,Discontinued,2024-08-30
697,Modern Sofa,Home,Furniture,177,149.34,271.53,Active,2024-11-04
698,Premium Notebook Set,Consumer Goods,Stationery,58,128.2,197.23,Active,2026-03-16
699,Decorative Lamp,Home,Decor,222,171.15,311.18,Active,2023-08-31
700,Canvas Backpack,Fashion,Accessories,1,47.55,105.67,Active,2024-04-05
701,Ceramic Dinner Set,Home,Kitchen,8,226.28,411.42,Active,2024-10-10
702,Designer Sunglasses,Fashion,Accessories,27,37.97,84.38,Active,2026-01-29
703,Running Trainers,Fashion,Footwear,175,100.7,223.78,Active,2025-09-02
704,Cabin Luggage,Lifestyle,Travel,16,93.03,186.06,Discontinued,2021-11-23
705,Formal Leather Shoes,Fashion,Footwear,239,74.82,166.27,Discontinued,2022-05-14
706,Premium Leather Boots,Fashion,Footwear,199,90.98,202.18,Discontinued,2023-01-28
707,Household Organiser,Consumer Goods,General,148,119.35,183.62,Active,2025-04-13
708,Travel Organiser,Lifestyle,Travel,71,14.84,29.68,Discontinued,2024-05-20
709,Workout Equipment,Lifestyle,Fitness,128,44.77,89.54,Discontinued,2022-12-25
710,Smart Home Device,Consumer Goods,Electronics,113,144.9,222.92,Active,2022-02-28
711,Wooden Storage Cabinet,Home,Furniture,146,158.58,288.33,Discontinued,2024-12-24
712,Classic Belt,Fashion,Accessories,204,79.58,176.84,Active,2025-01-13
713,Classic Belt,Fashion,Accessories,244,47.98,106.62,Active,2026-04-02
714,Storage Box,Consumer Goods,General,148,85.95,132.23,Active,2024-01-15
715,Workout Equipment,Lifestyle,Fitness,155,60.37,120.74,Active,2024-01-03
716,Outdoor Water Bottle,Lifestyle,Outdoor,142,81.79,163.58,Discontinued,2021-12-09
717,Running Trainers,Fashion,Footwear,13,83.73,186.07,Active,2021-09-26
718,Heritage Wool Coat,Fashion,Clothing,244,37.56,83.47,Active,2023-09-12
719,Fitness Training Mat,Lifestyle,Fitness,174,8.07,16.14,Active,2023-02-24
720,Canvas Backpack,Fashion,Accessories,228,71.74,159.42,Active,2022-10-16
721,Wall Art Frame,Home,Decor,218,172.83,314.24,Active,2021-12-29
722,Wall Art Frame,Home,Decor,182,32.37,58.85,Active,2026-05-07
723,Running Trainers,Fashion,Footwear,220,87.51,194.47,Active,2025-09-19
724,Hiking Equipment,Lifestyle,Outdoor,200,23.66,47.32,Active,2024-05-31
725,Classic Cotton Shirt,Fashion,Clothing,54,115.87,257.49,Discontinued,2026-04-17
726,Organic Linen Shirt,Fashion,Clothing,86,71.23,158.29,Active,2026-07-15
727,Premium Leather Boots,Fashion,Footwear,106,61.3,136.22,Active,2024-11-24
728,Premium Leather Boots,Fashion,Footwear,220,77.72,172.71,Active,2022-11-20
729,Wall Art Frame,Home,Decor,20,200.33,364.24,Active,2021-09-27
730,Oak Dining Table,Home,Furniture,234,136.18,247.6,Active,2025-04-26
731,Ceramic Dinner Set,Home,Kitchen,131,70.88,128.87,Active,2023-11-22
732,Resistance Bands,Lifestyle,Fitness,97,25.75,51.5,Discontinued,2024-10-17
733,Cotton Cushion Set,Home,Decor,26,173.86,316.11,Active,2026-02-12
734,Canvas Backpack,Fashion,Accessories,9,85.08,189.07,Active,2022-06-12
735,Bedroom Side Table,Home,Furniture,91,144.25,262.27,Active,2024-06-18
736,Classic Belt,Fashion,Accessories,197,98.31,218.47,Active,2024-09-17
737,Premium Cookware Set,Home,Kitchen,127,138.2,251.27,Active,2023-12-30
738,Leather Wallet,Fashion,Accessories,220,17.2,38.22,Active,2021-12-29
739,Hair Repair Treatment,Beauty,Haircare,63,28.27,80.77,Active,2023-04-12
740,Travel Organiser,Lifestyle,Travel,227,19.61,39.22,Active,2023-03-16
741,Travel Backpack,Lifestyle,Travel,31,10.16,20.32,Active,2024-11-20
742,Ceramic Vase,Home,Decor,91,113.76,206.84,Active,2025-10-29
743,Resistance Bands,Lifestyle,Fitness,15,42.0,84.0,Active,2023-03-10
744,Cotton Cushion Set,Home,Decor,229,191.57,348.31,Active,2025-01-02
745,Cabin Luggage,Lifestyle,Travel,170,15.08,30.16,Active,2022-12-24
746,Resistance Bands,Lifestyle,Fitness,128,42.54,85.08,Active,2026-04-06
747,Ceramic Vase,Home,Decor,32,191.75,348.64,Discontinued,2025-08-09
748,Canvas Backpack,Fashion,Accessories,94,84.5,187.78,Active,2024-04-15
749,Portable Charger,Consumer Goods,Electronics,157,29.79,45.83,Active,2023-10-24
750,Designer Sunglasses,Fashion,Accessories,202,70.23,156.07,Active,2023-02-10
751,Classic Belt,Fashion,Accessories,61,55.39,123.09,Discontinued,2023-02-26
752,Slim Fit Denim Jacket,Fashion,Clothing,215,101.82,226.27,Active,2026-05-22
753,Leather Wallet,Fashion,Accessories,204,60.74,134.98,Discontinued,2023-07-24
754,Leather Wallet,Fashion,Accessories,76,20.8,46.22,Discontinued,2024-02-10
755,Glass Storage Containers,Home,Kitchen,32,174.4,317.09,Active,2026-06-24
756,Leather Wallet,Fashion,Accessories,59,44.96,99.91,Active,2024-10-28
757,Classic Belt,Fashion,Accessories,210,26.76,59.47,Discontinued,2024-04-01
758,Kitchen Knife Set,Home,Kitchen,55,21.11,38.38,Active,2023-08-09
759,Hiking Equipment,Lifestyle,Outdoor,211,46.43,92.86,Active,2022-06-23
760,Classic Belt,Fashion,Accessories,176,60.91,135.36,Active,2023-05-07
761,Workout Equipment,Lifestyle,Fitness,37,21.7,43.4,Discontinued,2025-04-27
762,Running Trainers,Fashion,Footwear,202,31.61,70.24,Active,2024-08-30
763,Travel Organiser,Lifestyle,Travel,205,7.96,15.92,Discontinued,2025-05-03
764,Ceramic Vase,Home,Decor,8,146.87,267.04,Discontinued,2022-07-22
765,Foundation Set,Beauty,Cosmetics,213,39.43,112.66,Active,2024-04-13
766,Wall Art Frame,Home,Decor,32,126.88,230.69,Discontinued,2026-03-05
767,Premium Leather Boots,Fashion,Footwear,239,36.28,80.62,Discontinued,2023-09-23
768,Camping Chair,Lifestyle,Outdoor,144,20.13,40.26,Discontinued,2025-01-11
769,Storage Box,Consumer Goods,General,221,112.48,173.05,Active,2022-02-22
770,Running Trainers,Fashion,Footwear,14,39.08,86.84,Active,2026-05-27
771,Premium Knit Sweater,Fashion,Clothing,120,52.69,117.09,Active,2024-07-31
772,Natural Face Cleanser,Beauty,Skincare,105,7.85,22.43,Discontinued,2022-09-25
773,Workout Equipment,Lifestyle,Fitness,90,59.97,119.94,Discontinued,2022-05-01
774,Designer Sunglasses,Fashion,Accessories,120,74.64,165.87,Active,2024-04-16
775,Premium Cookware Set,Home,Kitchen,179,113.34,206.07,Active,2024-04-19
776,Ceramic Dinner Set,Home,Kitchen,177,222.87,405.22,Active,2022-01-02
777,Premium Knit Sweater,Fashion,Clothing,228,40.89,90.87,Active,2026-07-01
778,Premium Leather Boots,Fashion,Footwear,239,35.34,78.53,Active,2026-02-07
779,Workout Equipment,Lifestyle,Fitness,155,50.51,101.02,Discontinued,2023-11-05
780,Premium Leather Boots,Fashion,Footwear,69,14.75,32.78,Discontinued,2022-02-15
781,Oak Dining Table,Home,Furniture,187,53.78,97.78,Active,2025-09-12
782,Premium Knit Sweater,Fashion,Clothing,133,75.93,168.73,Discontinued,2024-01-12
783,Hiking Equipment,Lifestyle,Outdoor,212,83.02,166.04,Active,2025-02-13
784,Designer Sunglasses,Fashion,Accessories,176,28.76,63.91,Active,2024-01-31
785,Camping Chair,Lifestyle,Outdoor,203,67.67,135.34,Active,2022-11-27
786,Classic Belt,Fashion,Accessories,175,75.62,168.04,Active,2025-09-17
787,Running Trainers,Fashion,Footwear,27,11.82,26.27,Discontinued,2026-06-09
788,Foundation Set,Beauty,Cosmetics,53,31.46,89.89,Active,2022-10-04
789,Cotton Cushion Set,Home,Decor,234,142.23,258.6,Active,2024-04-17
790,Canvas Backpack,Fashion,Accessories,214,69.32,154.04,Active,2023-06-16
791,Foundation Set,Beauty,Cosmetics,158,22.77,65.06,Active,2026-02-23
792,Fitness Training Mat,Lifestyle,Fitness,155,80.01,160.02,Active,2024-01-30
793,Cotton Cushion Set,Home,Decor,151,50.79,92.35,Active,2025-12-07
794,Cabin Luggage,Lifestyle,Travel,200,88.29,176.58,Active,2025-11-09
795,Classic Cotton Shirt,Fashion,Clothing,206,67.48,149.96,Discontinued,2022-12-02
796,Canvas Backpack,Fashion,Accessories,99,54.97,122.16,Active,2025-06-27
797,Classic Belt,Fashion,Accessories,76,104.05,231.22,Active,2023-08-12
798,Wall Art Frame,Home,Decor,209,111.41,202.56,Active,2026-03-17
799,Decorative Lamp,Home,Decor,56,105.15,191.18,Discontinued,2024-01-29
800,Glass Storage Containers,Home,Kitchen,232,182.26,331.38,Active,2025-08-22
801,Luxury Beauty Kit,Beauty,Cosmetics,236,13.8,39.43,Active,2022-12-14
802,Designer Sunglasses,Fashion,Accessories,106,98.09,217.98,Discontinued,2023-01-12
803,Camping Chair,Lifestyle,Outdoor,79,41.96,83.92,Active,2024-06-21
804,Hydrating Moisturiser,Beauty,Skincare,169,23.46,67.03,Active,2026-07-13
805,Premium Leather Boots,Fashion,Footwear,214,14.15,31.44,Active,2023-12-27
806,Office Stationery Pack,Consumer Goods,Stationery,208,144.89,222.91,Active,2022-04-13
807,Portable Charger,Consumer Goods,Electronics,134,71.46,109.94,Active,2024-03-25
808,Foundation Set,Beauty,Cosmetics,62,4.58,13.09,Discontinued,2023-04-07
809,Ceramic Vase,Home,Decor,193,58.98,107.24,Active,2024-04-18
810,Cotton Cushion Set,Home,Decor,55,39.97,72.67,Active,2024-04-03
811,Workout Equipment,Lifestyle,Fitness,129,43.52,87.04,Active,2023-10-25
812,Cotton Cushion Set,Home,Decor,22,146.41,266.2,Discontinued,2023-02-23
813,Office Stationery Pack,Consumer Goods,Stationery,68,41.68,64.12,Active,2022-06-25
814,Ceramic Dinner Set,Home,Kitchen,91,60.26,109.56,Discontinued,2025-01-09
815,Premium Knit Sweater,Fashion,Clothing,88,47.4,105.33,Active,2024-05-25
816,Strengthening Shampoo,Beauty,Haircare,224,23.81,68.03,Active,2022-09-15
817,Modern Sofa,Home,Furniture,232,125.54,228.25,Active,2025-06-01
818,Hydrating Moisturiser,Beauty,Skincare,43,15.12,43.2,Active,2021-10-03
819,Travel Organiser,Lifestyle,Travel,230,26.84,53.68,Active,2025-04-05
820,Ceramic Dinner Set,Home,Kitchen,218,211.4,384.36,Active,2025-01-23
821,Casual Canvas Shoes,Fashion,Footwear,14,71.0,157.78,Active,2025-08-05
822,Premium Cookware Set,Home,Kitchen,187,81.89,148.89,Active,2023-06-20
823,Wooden Storage Cabinet,Home,Furniture,226,75.67,137.58,Active,2024-11-08
824,Slim Fit Denim Jacket,Fashion,Clothing,215,49.16,109.24,Active,2025-08-22
825,Organic Linen Shirt,Fashion,Clothing,215,10.73,23.84,Discontinued,2026-06-10
826,Office Stationery Pack,Consumer Goods,Stationery,178,54.16,83.32,Discontinued,2024-01-06
827,Hair Repair Treatment,Beauty,Haircare,238,46.05,131.57,Active,2021-09-21
828,Ceramic Vase,Home,Decor,18,140.92,256.22,Active,2024-01-19
829,Cotton Cushion Set,Home,Decor,177,99.88,181.6,Active,2024-06-27
830,Bedroom Side Table,Home,Furniture,127,178.52,324.58,Active,2025-11-20
831,Workout Equipment,Lifestyle,Fitness,37,35.92,71.84,Discontinued,2025-11-28
832,Natural Face Cleanser,Beauty,Skincare,85,14.15,40.43,Active,2023-09-27
833,Office Stationery Pack,Consumer Goods,Stationery,44,79.83,122.82,Active,2024-03-02
834,Glass Storage Containers,Home,Kitchen,246,112.14,203.89,Active,2023-10-28
835,Premium Knit Sweater,Fashion,Clothing,244,35.14,78.09,Active,2025-02-24
836,Travel Organiser,Lifestyle,Travel,142,86.35,172.7,Active,2023-08-03
837,Canvas Backpack,Fashion,Accessories,176,98.62,219.16,Active,2024-10-23
838,Modern Sofa,Home,Furniture,234,131.92,239.85,Active,2022-04-23
839,Cotton Cushion Set,Home,Decor,141,42.76,77.75,Active,2023-11-20
840,Formal Leather Shoes,Fashion,Footwear,220,20.59,45.76,Active,2026-05-20
841,Casual Canvas Shoes,Fashion,Footwear,116,12.18,27.07,Active,2023-03-26
842,Ceramic Vase,Home,Decor,187,152.46,277.2,Discontinued,2024-12-31
843,Casual Canvas Shoes,Fashion,Footwear,99,84.05,186.78,Active,2024-10-14
844,Fitness Training Mat,Lifestyle,Fitness,128,63.3,126.6,Active,2025-10-18
845,Travel Backpack,Lifestyle,Travel,205,81.73,163.46,Active,2025-10-19
846,Decorative Lamp,Home,Decor,246,228.63,415.69,Active,2025-11-01
847,Heritage Wool Coat,Fashion,Clothing,99,81.83,181.84,Active,2023-06-09
848,Resistance Bands,Lifestyle,Fitness,144,79.19,158.38,Active,2023-02-14
849,Outdoor Water Bottle,Lifestyle,Outdoor,132,20.9,41.8,Active,2025-02-17
850,Heritage Wool Coat,Fashion,Clothing,17,33.16,73.69,Active,2025-05-02
851,Organic Linen Shirt,Fashion,Clothing,204,15.92,35.38,Active,2025-11-24
852,Oak Dining Table,Home,Furniture,91,162.16,294.84,Active,2021-09-19
853,Resistance Bands,Lifestyle,Fitness,87,28.5,57.0,Active,2021-11-17
854,Wooden Storage Cabinet,Home,Furniture,179,212.86,387.02,Active,2024-09-10
855,Casual Canvas Shoes,Fashion,Footwear,176,61.39,136.42,Discontinued,2026-02-21
856,Household Organiser,Consumer Goods,General,38,145.74,224.22,Discontinued,2026-07-11
857,Designer Sunglasses,Fashion,Accessories,220,92.38,205.29,Discontinued,2025-04-09
858,Wall Art Frame,Home,Decor,131,130.78,237.78,Active,2023-09-16
859,Strengthening Shampoo,Beauty,Haircare,110,22.37,63.91,Active,2022-01-11
860,Premium Knit Sweater,Fashion,Clothing,47,47.83,106.29,Active,2024-09-15
861,Decorative Lamp,Home,Decor,229,129.73,235.87,Active,2025-11-25
862,Workout Equipment,Lifestyle,Fitness,87,80.69,161.38,Discontinued,2023-10-04
863,Kitchen Knife Set,Home,Kitchen,141,77.48,140.87,Active,2025-01-03
864,Hydrating Moisturiser,Beauty,Skincare,36,22.85,65.29,Active,2026-01-20
865,Wall Art Frame,Home,Decor,96,169.15,307.55,Discontinued,2021-10-07
866,Hair Repair Treatment,Beauty,Haircare,29,11.57,33.06,Active,2025-07-08
867,Formal Leather Shoes,Fashion,Footwear,86,87.05,193.44,Active,2023-01-02
868,Slim Fit Denim Jacket,Fashion,Clothing,13,116.67,259.27,Active,2023-05-31
869,Heritage Wool Coat,Fashion,Clothing,86,23.75,52.78,Active,2022-04-07
870,Travel Backpack,Lifestyle,Travel,72,6.4,12.8,Active,2024-03-11
871,Formal Leather Shoes,Fashion,Footwear,120,61.01,135.58,Active,2024-05-14
872,Classic Cotton Shirt,Fashion,Clothing,86,95.32,211.82,Active,2025-07-02
873,Wooden Storage Cabinet,Home,Furniture,243,77.52,140.95,Active,2022-05-22
874,Natural Face Cleanser,Beauty,Skincare,74,21.09,60.26,Active,2021-12-07
875,Slim Fit Denim Jacket,Fashion,Clothing,175,90.89,201.98,Active,2025-11-22
876,Bedroom Side Table,Home,Furniture,139,176.73,321.33,Active,2024-08-20
877,Portable Charger,Consumer Goods,Electronics,217,15.91,24.48,Discontinued,2022-09-28
878,Kitchen Knife Set,Home,Kitchen,194,88.73,161.33,Active,2026-02-06
879,Luxury Beauty Kit,Beauty,Cosmetics,43,14.09,40.26,Active,2022-04-03
880,Heritage Wool Coat,Fashion,Clothing,210,23.16,51.47,Active,2023-11-05
881,Premium Knit Sweater,Fashion,Clothing,176,85.72,190.49,Active,2022-10-22
882,Wooden Storage Cabinet,Home,Furniture,55,134.98,245.42,Discontinued,2022-10-25
883,Leather Wallet,Fashion,Accessories,13,49.11,109.13,Active,2021-08-02
884,Travel Backpack,Lifestyle,Travel,166,27.1,54.2,Discontinued,2025-07-24
885,Resistance Bands,Lifestyle,Fitness,245,23.33,46.66,Active,2026-01-16
886,Modern Sofa,Home,Furniture,8,131.62,239.31,Active,2024-12-04
887,Decorative Lamp,Home,Decor,64,150.34,273.35,Discontinued,2022-04-30
888,Designer Sunglasses,Fashion,Accessories,86,105.44,234.31,Discontinued,2023-09-30
889,Storage Box,Consumer Goods,General,25,84.36,129.78,Active,2023-04-08
890,Casual Canvas Shoes,Fashion,Footwear,175,10.08,22.4,Discontinued,2024-06-22
891,Oak Dining Table,Home,Furniture,193,217.07,394.67,Discontinued,2024-09-24
892,Leather Wallet,Fashion,Accessories,239,116.39,258.64,Active,2023-08-29
893,Designer Sunglasses,Fashion,Accessories,204,26.95,59.89,Active,2022-10-15
894,Classic Belt,Fashion,Accessories,39,20.59,45.76,Active,2025-10-06
895,Slim Fit Denim Jacket,Fashion,Clothing,9,32.23,71.62,Active,2022-07-14
896,Premium Knit Sweater,Fashion,Clothing,228,101.99,226.64,Active,2023-06-18
897,Wall Art Frame,Home,Decor,18,104.26,189.56,Discontinued,2023-12-15
898,Travel Backpack,Lifestyle,Travel,211,51.68,103.36,Active,2022-09-22
899,Cotton Cushion Set,Home,Decor,137,148.34,269.71,Active,2024-05-25
900,Luxury Beauty Kit,Beauty,Cosmetics,184,15.49,44.26,Active,2024-05-30
901,Fitness Training Mat,Lifestyle,Fitness,83,96.26,192.52,Active,2026-07-02
902,Premium Knit Sweater,Fashion,Clothing,122,30.84,68.53,Discontinued,2023-01-06
903,Hiking Equipment,Lifestyle,Outdoor,80,58.05,116.1,Discontinued,2026-06-05
904,Modern Sofa,Home,Furniture,209,125.51,228.2,Active,2024-10-29
905,Vitamin C Serum,Beauty,Skincare,161,21.87,62.49,Active,2022-11-29
906,Hiking Equipment,Lifestyle,Outdoor,144,93.68,187.36,Active,2024-05-14
907,Glass Storage Containers,Home,Kitchen,146,195.76,355.93,Active,2024-12-19
908,Hair Repair Treatment,Beauty,Haircare,165,28.64,81.83,Active,2025-04-05
909,Outdoor Water Bottle,Lifestyle,Outdoor,126,96.36,192.72,Active,2021-10-13
910,Portable Charger,Consumer Goods,Electronics,12,147.61,227.09,Discontinued,2024-07-27
911,Heritage Wool Coat,Fashion,Clothing,1,43.04,95.64,Active,2024-01-09
912,Premium Leather Boots,Fashion,Footwear,86,111.1,246.89,Discontinued,2026-01-21
913,Ceramic Vase,Home,Decor,24,28.68,52.15,Active,2022-12-20
914,Casual Canvas Shoes,Fashion,Footwear,210,37.48,83.29,Active,2025-07-13
915,Natural Face Cleanser,Beauty,Skincare,119,29.75,85.0,Active,2024-07-28
916,Outdoor Water Bottle,Lifestyle,Outdoor,155,21.43,42.86,Discontinued,2023-04-20
917,Natural Face Cleanser,Beauty,Skincare,213,17.12,48.91,Discontinued,2024-09-20
918,Modern Sofa,Home,Furniture,131,222.35,404.27,Active,2024-08-22
919,Wooden Storage Cabinet,Home,Furniture,226,170.14,309.35,Discontinued,2024-12-04
920,Household Organiser,Consumer Goods,General,19,52.67,81.03,Active,2025-02-21
921,Canvas Backpack,Fashion,Accessories,99,65.26,145.02,Active,2024-10-31
922,Designer Sunglasses,Fashion,Accessories,164,92.81,206.24,Discontinued,2025-09-23
923,Bedroom Side Table,Home,Furniture,96,200.86,365.2,Active,2024-09-05
924,Organic Linen Shirt,Fashion,Clothing,206,91.98,204.4,Discontinued,2026-01-20
925,Bedroom Side Table,Home,Furniture,177,119.93,218.05,Active,2024-10-08
926,Workout Equipment,Lifestyle,Fitness,82,51.35,102.7,Discontinued,2023-01-31
927,Canvas Backpack,Fashion,Accessories,69,17.88,39.73,Active,2023-09-28
928,Leather Wallet,Fashion,Accessories,39,83.89,186.42,Active,2024-06-08
929,Modern Sofa,Home,Furniture,131,156.59,284.71,Active,2025-03-14
930,Cabin Luggage,Lifestyle,Travel,203,83.05,166.1,Active,2021-12-27
931,Fitness Training Mat,Lifestyle,Fitness,87,23.97,47.94,Active,2023-01-05
932,Leather Wallet,Fashion,Accessories,39,91.35,203.0,Active,2025-04-10
933,Smart Home Device,Consumer Goods,Electronics,3,58.06,89.32,Active,2022-06-01
934,Premium Leather Boots,Fashion,Footwear,106,32.99,73.31,Discontinued,2022-03-14
935,Classic Belt,Fashion,Accessories,204,63.13,140.29,Active,2024-03-26
936,Camping Chair,Lifestyle,Outdoor,128,60.39,120.78,Discontinued,2026-05-24
937,Classic Cotton Shirt,Fashion,Clothing,88,32.08,71.29,Discontinued,2024-03-11
938,Premium Leather Boots,Fashion,Footwear,14,52.75,117.22,Active,2026-02-08
939,Outdoor Water Bottle,Lifestyle,Outdoor,37,6.81,13.62,Active,2025-09-09
940,Premium Leather Boots,Fashion,Footwear,99,63.31,140.69,Discontinued,2022-10-28
941,Wooden Storage Cabinet,Home,Furniture,177,242.36,440.65,Discontinued,2025-08-29
942,Wireless Speaker,Consumer Goods,Electronics,65,139.12,214.03,Active,2023-12-12
943,Running Trainers,Fashion,Footwear,4,48.15,107.0,Active,2025-07-27
944,Premium Cookware Set,Home,Kitchen,177,83.45,151.73,Active,2025-04-09
945,Fitness Training Mat,Lifestyle,Fitness,181,95.17,190.34,Active,2023-03-26
946,Running Trainers,Fashion,Footwear,17,90.29,200.64,Discontinued,2022-02-11
947,Storage Box,Consumer Goods,General,117,43.65,67.15,Active,2026-05-09
948,Glass Storage Containers,Home,Kitchen,154,144.71,263.11,Active,2022-03-30
949,Hiking Equipment,Lifestyle,Outdoor,227,81.01,162.02,Active,2026-05-15
950,Canvas Backpack,Fashion,Accessories,147,119.53,265.62,Active,2025-11-02
951,Camping Chair,Lifestyle,Outdoor,111,11.44,22.88,Discontinued,2025-02-27
952,Wireless Speaker,Consumer Goods,Electronics,78,127.53,196.2,Active,2026-06-09
953,Resistance Bands,Lifestyle,Fitness,132,33.82,67.64,Active,2026-05-17
954,Classic Cotton Shirt,Fashion,Clothing,47,30.32,67.38,Discontinued,2025-07-24
955,Hiking Equipment,Lifestyle,Outdoor,203,26.94,53.88,Active,2023-05-14
956,Heritage Wool Coat,Fashion,Clothing,17,85.7,190.44,Active,2025-06-28
957,Designer Sunglasses,Fashion,Accessories,228,51.14,113.64,Active,2021-08-10
958,Wooden Storage Cabinet,Home,Furniture,64,72.04,130.98,Active,2024-03-21
959,Cabin Luggage,Lifestyle,Travel,132,26.14,52.28,Active,2023-10-24
960,Travel Backpack,Lifestyle,Travel,144,87.38,174.76,Active,2024-11-25
961,Fitness Training Mat,Lifestyle,Fitness,142,43.46,86.92,Active,2024-11-24
962,Workout Equipment,Lifestyle,Fitness,111,42.44,84.88,Discontinued,2024-06-17
963,Cotton Cushion Set,Home,Decor,179,45.14,82.07,Active,2025-08-25
964,Vitamin C Serum,Beauty,Skincare,158,28.28,80.8,Active,2026-03-28
965,Cotton Cushion Set,Home,Decor,64,86.97,158.13,Active,2022-01-29
966,Strengthening Shampoo,Beauty,Haircare,57,22.86,65.31,Discontinued,2022-09-15
967,Storage Box,Consumer Goods,General,123,126.19,194.14,Active,2021-08-30
968,Leather Wallet,Fashion,Accessories,54,95.66,212.58,Discontinued,2025-12-16
969,Casual Canvas Shoes,Fashion,Footwear,164,12.74,28.31,Active,2024-05-06
970,Ceramic Vase,Home,Decor,160,40.74,74.07,Active,2026-02-11
971,Camping Chair,Lifestyle,Outdoor,231,74.66,149.32,Active,2022-08-24
972,Casual Canvas Shoes,Fashion,Footwear,17,67.62,150.27,Active,2021-11-08
973,Hiking Equipment,Lifestyle,Outdoor,79,40.97,81.94,Active,2025-08-28
974,Heritage Wool Coat,Fashion,Clothing,206,105.84,235.2,Active,2026-01-31
975,Slim Fit Denim Jacket,Fashion,Clothing,13,56.15,124.78,Active,2023-01-18
976,Resistance Bands,Lifestyle,Fitness,205,22.17,44.34,Active,2023-07-31
977,Portable Charger,Consumer Goods,Electronics,235,45.44,69.91,Active,2022-03-28
978,Ceramic Dinner Set,Home,Kitchen,192,223.02,405.49,Active,2026-04-08
979,Designer Sunglasses,Fashion,Accessories,175,55.12,122.49,Active,2023-01-22
980,Travel Backpack,Lifestyle,Travel,181,31.42,62.84,Discontinued,2024-01-01
981,Vitamin C Serum,Beauty,Skincare,60,9.97,28.49,Active,2022-01-09
982,Premium Knit Sweater,Fashion,Clothing,214,42.83,95.18,Active,2025-12-22
983,Running Trainers,Fashion,Footwear,52,83.93,186.51,Discontinued,2022-03-20
